Age,Edu,Years Employed,Income,Card Debt,Other Debt,Defaulted,DebtIncomeRatio
0.7429154060104526,0.31212242799202305,-0.3787897781023395,-0.7184585894368669,-0.6838111600635651,-0.5904891595911382,-0.523796543125959,-0.5765250921005511
1.4894904938239124,-0.7663493760454554,2.5737211011914574,1.3843246907335247,1.4144736595034655,1.512961813680061,-0.523796543125959,0.391386766009858
-0.252518044407494,0.31212242799202305,0.2117123977564198,0.2680323321245514,2.134141108834553,0.8017039338447611,1.9091382200274023,1.5975538507320597
-0.7502347696164673,0.31212242799202305,-0.6740408660317192,-0.7184585894368669,-0.4216432272464194,-0.75446707311277,-0.523796543125959,-0.5765250921005511
1.4894904938239124,-0.7663493760454554,3.311848821014906,5.356248664388708,3.638900321072283,1.7160942379707715,-0.523796543125959,-0.4425065271314175
0.6184862247082092,-0.7663493760454554,2.130844469297388,0.8910792299528156,-0.27243813801296296,1.399031019186576,-0.523796543125959,0.10845868440835378
0.3696278621037226,0.31212242799202305,-0.6740408660317192,0.24207204471504037,-0.5341353923151768,-0.7727195518171526,-0.523796543125959,-1.276399820272693
0.8673445873126958,1.3905942320295015,-1.2645430418904786,0.44975434399112846,-0.6108559902490992,0.25501275716671823,-0.523796543125959,-0.53185223711084
-1.1235223135231973,-0.7663493760454554,-0.5264153220670293,-0.744418876846378,-0.47153514982921557,-0.25429027764912154,-0.523796543125959,0.7934424609172586
1.4894904938239124,1.3905942320295015,2.130844469297388,1.77372900187619,-0.4348222256645165,0.25560154680234354,-0.523796543125959,-0.9190169803550035
1.1162029499171824,1.3905942320295015,-0.08353869017295984,1.0728012418193926,-0.6080319191595069,0.5900340598374846,1.9091382200274023,-0.6063069954270253
-0.1280888631052507,0.31212242799202305,0.06408685379172999,-0.17329255383713577,-0.5661415313305553,-0.8280657775659259,-0.523796543125959,-1.276399820272693
-1.3723806761276838,-0.7663493760454554,-0.23116423413764967,-0.744418876846378,-0.4945983970608855,-0.7170789312505665,-0.523796543125959,-0.546743188774077
1.365061312521669,-0.7663493760454554,-0.3787897781023395,-0.43289542793224584,-0.07616519728630261,0.23146117174170838,-0.523796543125959,1.106152445845237
